10.126.2.83 - - [25/Oct/2018:00:57:19 +0800] "GET /phpmyadmin HTTP/1.0" 404 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/bootstrap-table.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/select2/css/select2.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/webuploader-0.1.5/webuploader.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-ui.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/css/common.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/css/admin.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/select2/theme/select2-bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/zTree_v3/css/zTreeStyle/zTreeStyle.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/bootstrap-table.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-confirm/jquery-confirm.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/locale/bootstrap-table-zh-CN.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/zTree_v3/js/jquery.ztree.all.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/webuploader-0.1.5/webuploader.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/select2/js/select2.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-ui.min.js/ HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/js/common.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/manage/domainTab/%E9%A2%84%E8%A7%88%E2%80%94%E2%80%94%E6%9D%8E%E4%BD%B3%E9%9B%A8/wbm-rms-admin/-manage-talent-rmsTalentBase-preview-6250 HTTP/1.0" 200 3042
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/bootstrap-table.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/awesome-bootstrap-checkbox/awesome-bootstrap-checkbox.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-confirm/jquery-confirm.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-ui.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/select2/theme/select2-bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/zTree_v3/css/zTreeStyle/zTreeStyle.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/webuploader-0.1.5/webuploader.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/select2/css/select2.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/css/admin.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/css/common.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/locale/bootstrap-table-zh-CN.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/bootstrap-table.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-confirm/jquery-confirm.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/zTree_v3/js/jquery.ztree.all.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/select2/js/select2.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/js/common.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/webuploader-0.1.5/webuploader.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:18 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-ui.min.js/ HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/manage/domainTab/%E9%A2%84%E8%A7%88%E2%80%94%E2%80%94%E6%9D%A8%E6%99%93%E5%86%AC/wbm-rms-admin/-manage-talent-rmsTalentBase-preview-6245 HTTP/1.0" 200 3042
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-confirm/jquery-confirm.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/awesome-bootstrap-checkbox/awesome-bootstrap-checkbox.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/bootstrap-table.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/select2/theme/select2-bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/select2/css/select2.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/zTree_v3/css/zTreeStyle/zTreeStyle.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/css/common.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/webuploader-0.1.5/webuploader.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-ui.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/css/admin.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/bootstrap-table.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-confirm/jquery-confirm.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/locale/bootstrap-table-zh-CN.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/select2/js/select2.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/js/common.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-ui.min.js/ HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/zTree_v3/js/jquery.ztree.all.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:46:56 +0800] "GET /upms/resources/zheng-admin/plugins/webuploader-0.1.5/webuploader.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/manage/domainTab/%E9%A2%84%E8%A7%88%E2%80%94%E2%80%94%E6%A2%81%E4%BA%AC%E6%A1%A2/wbm-rms-admin/-manage-talent-rmsTalentBase-preview-6242 HTTP/1.0" 200 3042
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-confirm/jquery-confirm.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/select2/css/select2.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/awesome-bootstrap-checkbox/awesome-bootstrap-checkbox.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/select2/theme/select2-bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/webuploader-0.1.5/webuploader.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/bootstrap-table.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/zTree_v3/css/zTreeStyle/zTreeStyle.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/css/common.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-ui.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/bootstrap-table.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/css/admin.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/locale/bootstrap-table-zh-CN.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/zTree_v3/js/jquery.ztree.all.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/select2/js/select2.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/webuploader-0.1.5/webuploader.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-ui.min.js/ HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-confirm/jquery-confirm.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:12 +0800] "GET /upms/resources/zheng-admin/js/common.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/manage/domainTab/%E9%A2%84%E8%A7%88%E2%80%94%E2%80%94%E5%BC%A0%E9%9C%87/wbm-rms-admin/-manage-talent-rmsTalentBase-preview-6232 HTTP/1.0" 200 3036
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/bootstrap-table.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/awesome-bootstrap-checkbox/awesome-bootstrap-checkbox.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-confirm/jquery-confirm.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-ui.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/webuploader-0.1.5/webuploader.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/zTree_v3/css/zTreeStyle/zTreeStyle.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/css/common.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/select2/theme/select2-bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/select2/css/select2.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/css/admin.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-confirm/jquery-confirm.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/select2/js/select2.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/bootstrap-table.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/locale/bootstrap-table-zh-CN.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/zTree_v3/js/jquery.ztree.all.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/webuploader-0.1.5/webuploader.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-ui.min.js/ HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:47:27 +0800] "GET /upms/resources/zheng-admin/js/common.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:14 +0800] "GET /upms/manage/domainTab/%E9%A2%84%E8%A7%88%E2%80%94%E2%80%94%E9%BD%90%E5%A6%8D%E5%A6%8D/wbm-rms-admin/-manage-talent-rmsTalentBase-preview-6213 HTTP/1.0" 200 3042
172.16.1.153 - - [25/Oct/2018:11:48:14 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:14 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/bootstrap-table.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:14 +0800] "GET /upms/resources/zheng-admin/plugins/select2/css/select2.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:14 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:14 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-confirm/jquery-confirm.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:14 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:14 +0800] "GET /upms/resources/zheng-admin/plugins/awesome-bootstrap-checkbox/awesome-bootstrap-checkbox.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:14 +0800] "GET /upms/resources/zheng-admin/plugins/select2/theme/select2-bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:14 +0800] "GET /upms/resources/zheng-admin/plugins/zTree_v3/css/zTreeStyle/zTreeStyle.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:14 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-ui.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:14 +0800] "GET /upms/resources/css/admin.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:14 +0800] "GET /upms/resources/zheng-admin/css/common.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:14 +0800] "GET /upms/resources/zheng-admin/plugins/webuploader-0.1.5/webuploader.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:14 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:14 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:14 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/bootstrap-table.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:15 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-confirm/jquery-confirm.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:15 +0800] "GET /upms/resources/zheng-admin/plugins/select2/js/select2.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:15 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/locale/bootstrap-table-zh-CN.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:15 +0800] "GET /upms/resources/zheng-admin/plugins/zTree_v3/js/jquery.ztree.all.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:15 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:15 +0800] "GET /upms/resources/zheng-admin/js/common.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:15 +0800] "GET /upms/resources/zheng-admin/plugins/webuploader-0.1.5/webuploader.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:48:15 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-ui.min.js/ HTTP/1.0" 304 -
10.126.2.83 - - [25/Oct/2018:11:49:15 +0800] "GET / HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:12:14:54 +0800] "GET / HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:12:15:00 +0800] "GET /robots.txt HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:12:15:05 +0800] "GET / HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:12:39:30 +0800] "GET / HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:12:39:30 +0800] "GET / HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:12:39:30 +0800] "GET / HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:12:39:30 +0800] "GET / HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:12:39:30 +0800] "GET / HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:12:39:30 +0800] "GET / HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:12:39:30 +0800] "GET / HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:12:39:31 +0800] "GET / HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:13:02:35 +0800] "GET /manager/html HTTP/1.0" 404 -
10.126.2.83 - - [25/Oct/2018:13:27:51 +0800] "GET / HTTP/1.0" 404 -
172.16.1.153 - - [25/Oct/2018:14:00:09 +0800] "GET /upms/sso/login HTTP/1.0" 200 3041
172.16.1.153 - - [25/Oct/2018:14:00:09 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:09 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/css/checkbix.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:09 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:09 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:09 +0800] "GET /upms/resources/zheng-admin/css/login.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:09 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:09 +0800] "GET /upms/sso/kaptcha HTTP/1.0" 200 1415
172.16.1.153 - - [25/Oct/2018:14:00:09 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:09 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:14:00:09 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/js/checkbix.min.js HTTP/1.0" 304 -
